id,firstname,lastname,Random Integer,Random Float,Random Double
4937,Janenna,Urias,627,148.96,9575.8
4938,Lisette,Briney,871,76.99,88.3
4939,Camile,Harned,959,754.17,8466.9
4940,Ann-Marie,Turne,958,307.51,1759.8
4941,Chickie,Rheingold,916,904.02,2662.9
4942,Annabela,Johnsson,578,119.83,8050.9
4943,Clementine,Judye,438,516.79,8700.6
4944,Josephine,Roumell,561,551.55,4919.2
4945,Kimmy,Blase,626,10.41,8900.6
4946,Amelia,Granoff,192,42.29,2764.4
4947,Caritta,Harned,775,81.4,4399.4
4948,Damaris,Alabaster,44,779.33,3388.8
4949,Marika,Martguerita,948,909.63,9872.9
4950,Lynnea,Euridice,624,675.91,5664.8
4951,Hayley,Constancy,500,271.11,3655.8
4952,Cassandra,Ledah,136,721.44,977
4953,Brynna,Sholley,990,984.81,8718.5
4954,Eugine,Berard,778,254.75,6525.6
4955,Sashenka,Hachmin,844,483.16,8536.5
4956,Suzette,Kirstin,659,987.57,4057.6
4957,Thalia,Haerr,483,294.82,5114.7
4958,Allyce,Giule,200,826.98,901
4959,Dari,Lowry,296,981.66,1369.3
4960,Riannon,Joachim,287,158.97,4139
4961,Nannie,Tannie,446,910.04,8524.9
4962,Nataline,Peonir,898,172.56,4709.8
4963,Yolane,Holtz,233,842.17,8127.5
4964,Willetta,Kress,812,617.81,2217.6
4965,Kaja,Norrie,997,255.36,7347.8
4966,Rosene,Maisey,105,204.46,9594.3
4967,Dorice,Ovid,817,893.29,9618.7
4968,Elie,Ophelia,131,677.69,8541.1
4969,Merle,Tristram,511,245.8,6469.1
4970,Eugine,Redmond,175,243.72,3977
4971,Yetty,Olin,360,642.42,2509.4
4972,Roseline,Roumell,142,470.01,4267.9
4973,Concettina,Hortensia,231,645.75,9253.4
4974,Queenie,Lalitta,619,318.96,3552.9
4975,Vevay,Larochelle,400,553.16,748
4976,Janis,Burnside,781,800.39,4341.3
4977,Rochette,Redmond,898,214.2,1429
4978,Joane,Plato,760,585.53,4016.9
4979,Damaris,Parsaye,972,455.53,5377.5
4980,Charlena,Hertzfeld,554,202.93,502.2
4981,Brandise,Argus,38,372.22,5222.3
4982,Glynnis,Hollingsworth,247,98.6,8079.4
4983,Elsie,Tound,15,951.57,5846.3
4984,Lila,Dunkin,237,226.07,4385.6
4985,Aryn,Shields,649,415.68,9854.3
4986,Clary,Beniamino,974,848.92,2112.3
4987,Emmey,Taima,263,815.15,464.6
4988,Modestia,Rese,969,789.6,6436.1
4989,Theodora,Monk,291,296.29,1500.3
4990,Gratia,Herrera,171,803.97,5309.5
4991,Bertine,Olin,352,896,5204.5
4992,Josephine,Garlinda,885,841.04,6765.9
4993,Marsiella,Skurnik,878,288.71,6194.2
4994,Aimil,Jerold,390,317.77,9657
4995,Florencia,Schwejda,192,833.78,5396.2
4996,Hayley,Pyle,631,616.63,6491.6
4997,Lita,Amethist,716,142.57,4412.6
4998,Damaris,Tengdin,537,54.05,627.5
4999,Sallie,Payson,389,538.33,9028.3
5000,Tabbatha,Rosemary,865,509.4,7039.7
5001,Janis,Danby,446,693.57,6558.6
5002,Ofilia,Thunell,95,85.96,1360.4
5003,Lulita,Dowski,447,398.52,9052.1
5004,Karena,Rudolph,511,146.29,2903.3
5005,Lucille,Raimondo,819,990.53,7714.8
5006,Gerianna,Bari,69,843.14,2873
5007,Ermengarde,Dorcy,749,121.72,3719.7
5008,Hollie,My,299,927.76,9567.4
5009,Kristina,Faro,522,137.26,9323.4
5010,Inga,Ephrem,214,475.17,6944
5011,Candi,Chrystel,940,920.52,7626.6
5012,Maurene,Anestassia,76,615.21,6149.2
5013,Melisent,Sibyls,381,644.55,7352.6
5014,Cissiee,Leffen,761,306.07,5656.7
5015,Florie,Rooney,687,407.36,1733.6
5016,Max,Lilybelle,717,563.02,1860.6
5017,Betta,Elo,241,994.91,4625
5018,Jennica,Federica,115,915.34,4465.5
5019,Jere,Dermott,157,41.24,7748.7
5020,Nollie,Wildermuth,810,538.1,7127.6
5021,Ana,Hertzfeld,104,859.09,288.2
5022,Agnese,Cristi,224,749.95,1065.1
5023,Larine,Diann,172,725.53,3875.6
5024,Ashlee,Friede,896,30.52,6714.4
5025,Sidoney,Chobot,485,894.97,7503.4
5026,Jean,Merat,429,718.39,900.7
5027,Chrystel,Emanuel,83,969.16,9438.5
5028,Annabela,Rogerio,160,100.43,6842.6
5029,Pollyanna,Morgun,950,343.88,368.3
5030,Leeanne,Loleta,936,618.17,2512.2
5031,Gui,Elvyn,705,214.72,4880.6
5032,Lulita,Ethban,967,756.24,7005.3
5033,Luci,Heidt,871,929.5,3861.5
5034,Genevra,Brodench,514,809.34,3147.1
5035,Karina,Brotherson,686,348.97,6804.4
5036,Gloria,Sinegold,581,994.59,866.8
5037,Catharine,Thomasina,891,551.97,9774.6
5038,Tonia,Ephrem,206,800.1,4511.9
5039,Brana,Meli,495,184.66,3806.1
5040,Gwyneth,Knowling,647,889.24,1996.2
5041,Aaren,Malvino,149,889.96,6551.9
5042,Brana,Rona,909,78.38,3472.5
5043,Kayla,Lamoree,520,482.07,8768.3
5044,Kore,Jerald,843,846.19,6521.2
5045,Rebeca,Cassius,576,43.06,147.4
5046,Jillayne,Penelopa,345,168.44,5760.5
5047,Phedra,Argus,165,269.38,624
5048,Jeanna,Yusuk,465,888.94,1014.9
5049,Vinita,Wandie,346,158.49,7407.1
5050,Meriel,Ulphia,236,6.56,7515.4
5051,Zondra,Fink,146,282.02,8334
5052,Brynna,Decato,922,234.24,3684.9
5053,Nessie,Jacinda,670,378.54,1019.4
5054,Darci,Grobe,566,705.41,4568.9
5055,Dione,Colbert,186,184.64,9667.1
5056,Barbara,Naashom,271,609.69,9079.4
5057,Clo,Raul,564,297.5,4107
5058,Jan,Frendel,362,814.42,8232.3
5059,Cyndie,Francene,246,487.05,4593.5
5060,Marita,Roche,511,654.21,2012.7
5061,Blake,Rustice,466,880.9,3220.7
5062,Lisette,Zaslow,652,138.55,2857.5
5063,Marika,Merat,272,853.29,6963.1
5064,Ulrike,Olnee,282,355.76,9528.3
5065,Hermione,Pierette,760,887.62,2736.7
5066,Alyssa,Nahum,293,893.15,19.5
5067,Chickie,Clie,825,553.17,8661.5
5068,Silvana,Lutero,428,609.24,2851.1
5069,Joy,Lamoree,576,958.35,6918.9
5070,Nessie,Barbey,944,749.37,5829.1
5071,Agathe,Wooster,785,71.12,9037
5072,Pearline,Leonard,787,34.36,2386.2
5073,Valera,Armanda,327,949.96,5850.7
5074,Raquela,Hieronymus,826,513.58,3168.9
5075,Candy,Newell,218,364.27,6617.6
5076,Roslyn,Schlosser,525,421.79,4601.2
5077,Lita,Nea,182,223.16,5321.5
5078,Collen,Rugen,39,549.06,5506.9
5079,Jasmina,Francene,841,372.66,8926
5080,Blondelle,Creamer,945,524.14,6113.8
5081,Joleen,Hunfredo,229,586.01,6952.2
5082,Jerry,Pearse,941,235.17,2582.3
5083,Siana,Wilkinson,23,209.31,8419.3
5084,Emilia,Schroth,727,808.65,2550
5085,Carolina,Tippets,808,148.5,9381.6
5086,Elyssa,Deegan,553,874.58,8843
5087,Vivia,Socha,99,157.46,1460
5088,Tami,Fitzsimmons,884,185.43,2154.8
5089,Janenna,Anton,370,767,2805.4
5090,Harrietta,Briney,807,781.94,3205.6
5091,Pierette,Hanleigh,940,377.84,904.3
5092,Shannah,Roarke,252,923.32,7002.4
5093,Vevay,Marcellus,42,293.18,9203.6
5094,Kayla,Teddman,536,588.18,9704.9
5095,Correy,Berl,446,523.9,8149.9
5096,Gisela,Havens,485,786.59,8421.1
5097,Selia,Kylander,718,585.41,1917.1
5098,Emilia,Read,176,97.43,896.4
5099,Myriam,Rolf,995,131.02,175.8
5100,Carmencita,Andrel,775,467.49,6642.6
5101,Aaren,Pascia,53,961.27,4342.4
5102,Edith,Warthman,835,662.22,9730.2
5103,Marline,Merriott,844,712.76,8223.9
5104,Britni,Rolf,873,129.04,9496.8
5105,Theodora,Thilda,10,648.69,9744.7
5106,Dacia,Raseda,982,35.51,4846.1
5107,Alyssa,Grimbly,258,940.46,8659
5108,Karina,Flita,765,58.16,8933.4
5109,Nollie,Berard,185,779.89,6946.5
5110,Emmey,Rodmann,524,477.77,2074.5
5111,Loree,Ciapas,818,996.32,833.7
5112,Deloria,Peonir,144,2.08,7160.1
5113,Andree,Cressida,569,89.54,7263.7
5114,Tobe,Vilma,46,321.4,1280.2
5115,Genovera,Vanni,966,711.32,2339.6
5116,Sissy,Uird,156,886.5,3852.5
5117,Bill,Brotherson,225,53.68,6806.7
5118,Chrystel,Dex,962,601.86,337.7
5119,Kittie,Beebe,49,5.69,3478.2
5120,Marcelline,Norvol,580,619.02,109
5121,Shel,Teryn,206,632.16,6261.5
5122,Fredericka,Shama,706,261.75,7162.3
5123,Meghann,Wandie,131,943.4,8173.7
5124,Kaja,Sisile,944,65.82,1153.7
5125,Abbie,Jillane,299,292.27,6997.4
5126,Alyda,Geffner,800,172.83,4020.1
5127,Stevana,Ephrem,356,595.63,9919.8
5128,Dennie,Love,296,174.38,3968
5129,Keelia,Muriel,160,227.44,2510.6
5130,Viki,Bryna,392,673.17,2084.2
5131,Leia,Gabrielli,74,183.13,306.6
5132,Alexine,Silvan,217,302.2,5461.3
5133,Vere,Cordi,742,815.28,9992.1
5134,Asia,Greenwald,305,462.06,6794.2
5135,Bernie,Wooster,897,907.6,1786.7
5136,Olwen,Mike,299,339.07,4376.6
5137,Sybille,Egbert,298,831.86,1127.1
5138,Sean,Blisse,453,415.08,2946.2
5139,Julieta,Zenas,959,632.78,6432.5
5140,Calla,Luhe,381,742.54,1969.3
5141,Nita,Hebner,50,762.05,6495.7
5142,Melina,Craggie,451,343.19,374.8
5143,Ginnie,Yusuk,521,466.77,5400.1
5144,Adriana,Florina,152,574.02,3821.9
5145,Meriel,Wandie,796,928.43,3067.8
5146,Clarice,Bahr,418,263.52,6202.4
5147,Deane,Alva,382,29.86,4232.3
5148,Cecile,Catie,943,610.54,3063.2
5149,Johna,Wittie,666,700.24,8443.9
5150,Kristan,Cecile,584,719.22,5196.6
5151,Kalina,Scammon,461,841.83,9473.9
5152,Brietta,Boehike,438,930.94,6305.9
5153,Amalie,Lunsford,877,181.03,1785.4
5154,Estell,Bettine,580,958.27,5440.1
5155,Lacie,Sigfrid,830,288.85,9545.8
5156,Loree,Edison,943,812.11,8139.4
5157,Jinny,Waite,424,354.04,8392
5158,Janis,Sekofski,336,937.41,7179.8
5159,Meriel,Melan,528,238.55,6421.9
5160,Bee,Roche,668,286.72,8404.8
5161,Karena,Christal,184,66.3,826.5
5162,Gui,Narton,420,985.46,4993.8
5163,Olivette,Montgomery,930,313.52,4324.2
5164,Vere,Sandye,652,848.47,5835.9
5165,Sheree,Merriott,707,210.94,2422.9
5166,Diena,Gerge,403,904.64,318
5167,Amii,Stilwell,743,113.3,65.2
5168,Aigneis,Goldina,631,87.26,3769.2
5169,Florie,Kauppi,153,954.13,3867.7
5170,Addia,Kylander,297,619.15,3622.5
5171,Nikki,Pozzy,381,879.32,25.2
5172,Pollyanna,Winthorpe,685,636.12,2210.4
5173,Arabel,Alice,448,217.61,7492.4
5174,Dulcinea,Loeb,772,367.49,5183.4
5175,Jinny,Gordon,589,333.96,2641.1
5176,Sean,Ambrosia,566,268.39,3548.2
5177,Kenna,Fry,522,751.43,3235.5
5178,Norine,Dorine,723,802.46,41.8
5179,Chickie,Hamil,639,104.21,1451.3
5180,Kirstin,Cherianne,544,326.93,1992.4
5181,Millie,Wooster,271,537.77,9240.3
5182,Elie,Montgomery,227,578.14,7628.9
5183,Mady,Tybald,232,76.6,2644.5
5184,Bobbi,Buckler,693,32.94,9352.6
5185,Nicoli,Brandice,171,791.39,2079.2
5186,Barbi,Wareing,152,806.03,809.6
5187,Philis,Magnolia,447,541.46,5937.7
5188,Barbara,Soneson,529,567.87,1687.8
5189,Basia,Mott,637,250.05,9742.1
5190,Allis,Latini,39,772.4,2503.4
5191,Marguerite,Martguerita,736,478.7,6641.8
5192,Reeba,Koehler,158,502.97,3115.8
5193,Myriam,Iphlgenia,448,175.84,3351.4
5194,Katuscha,Corrine,972,454.04,3903.8
5195,Gui,Leopold,343,139.3,5707.2
5196,Agnese,Odell,264,283.19,1616.7
5197,Shirlee,Raffo,972,445.71,2695.3
5198,Sharlene,Elsinore,13,403.86,1397.9
5199,Celene,Nester,760,403.32,1625.3
5200,Netty,Loring,498,327.32,1481.6
5201,Lorie,Lucienne,105,679.69,2437.2
5202,Miquela,Ethban,407,418.57,643.8
5203,Sissy,Bobbee,177,508.52,6697.7
5204,Christy,Verger,741,197.88,8077.4
5205,Dorthy,Hachmin,545,78.19,2395.3
5206,Gertrud,Melony,620,791.78,8625.2
5207,Genovera,Millda,73,720.79,7452
5208,Paulita,Angelis,704,53.12,9500
5209,Vita,Revkah,469,773.35,9747.7
5210,Ermengarde,Ax,487,508.39,7978
5211,Eolanda,Bultman,35,920.33,5187.4
5212,Rosabelle,Dreda,539,57.51,7454.9
5213,Krystle,Cookie,854,892.9,8803.9
5214,Karolina,Secrest,24,235.21,7831.9
5215,Korrie,Honoria,712,350.93,9159.2
5216,Kimberley,Sherfield,563,851.8,4135.4
5217,Louella,Audly,379,589.75,1690.4
5218,Joleen,Sinegold,625,687.66,2819.2
5219,Dawn,Scammon,335,454.81,4135.3
5220,Dianemarie,Gahl,205,479.5,4525.4
5221,Marika,Georgy,268,437.72,438.1
5222,Karly,Suanne,510,763.59,1082.2
5223,Angelique,Richers,836,211.62,8403.7
5224,Gerrie,Nadia,184,556.2,7637.2
5225,Elfreda,Saunderson,163,271.44,4234
5226,Selia,Chabot,561,515.77,1746
5227,Raquela,Bach,172,839.15,5081.8
5228,Lusa,Kellby,183,593.08,8236.2
5229,Katharina,Lemuela,354,602.13,1476.8
5230,Arabel,Juan,76,301.28,4576.6
5231,Kimberley,Lilas,292,970.68,1004.7
5232,Gwyneth,Wildermuth,194,768.21,7308.9
5233,Laurene,Pozzy,787,654.69,2526.4
5234,Concettina,An,999,869.82,2552.7
5235,Alejandra,Hachmin,589,293.71,8940.3
5236,Starla,Anton,597,839.24,3036.2
5237,Aili,Emmaline,205,427.89,5264.4
5238,Belinda,Karna,190,892.27,3395.5
5239,Gerianna,Mallon,873,365.48,3831.7
5240,Hollie,Federica,299,865.36,4220.7
5241,Violet,Sidonius,793,234.5,2422
5242,Lorne,Gordon,254,100.87,8683.9
5243,Karina,Plato,163,755.28,3346.2
5244,Fidelia,Masao,846,392.72,1717.6
5245,Joy,Alcott,90,201.97,5965
5246,Isa,Burnside,668,737.46,5067
5247,Paola,Nahum,512,819.57,8260.1
5248,Renie,Strephon,685,463.75,1103
5249,Brynna,O'Carroll,513,752.59,5911.5
5250,Zia,Beniamino,428,964.06,3307.8
5251,Henriette,Goth,401,74.31,5232.9
5252,Dianemarie,Marlie,880,445.56,287.9
5253,Rozele,Bettine,529,791.85,103.7
5254,Katharina,Germann,586,376.11,5987.8
5255,Melodie,Fillbert,605,519.7,6764.7
5256,Britte,Fiann,678,679.66,3815.4
5257,Angela,Marsden,42,933.76,5238.5
5258,Dyann,Anestassia,759,752.58,4891.3
5259,Di,Kesley,490,337.2,6239.7
5260,Etta,Rolf,351,399.2,5321.3
5261,Madalyn,Anderea,973,497.48,4831.8
5262,Hallie,Bakerman,948,44.38,442.3
5263,Lorne,Arne,567,433.57,6488.9
5264,Meghann,Wyn,886,84.64,4526.8
5265,Maridel,Pip,148,419.05,6790.4
5266,Kathy,Sigfrid,604,849.28,8684
5267,Jacenta,Brunell,575,481.43,5652
5268,Hermione,Kussell,150,47.96,4492.3
5269,Sandie,Tippets,609,213.24,4239
5270,Ellette,Mallon,72,490.29,9437
5271,Pollyanna,Earlie,347,992.04,9753.7
5272,Maye,Kosey,198,923.91,5405.6
5273,Dawn,Gahl,153,483.35,4098.3
5274,Ingrid,Janene,214,706.17,9166.2
5275,Vinita,McCutcheon,759,605.97,2747.2
5276,Ofilia,Azeria,266,398.34,8084.3
5277,Janenna,Maiah,145,822.08,6108.7
5278,Trudie,Faro,289,531.06,7553.5
5279,Dorice,Bearnard,384,279.52,7507.6
5280,Mary,Marijo,122,513.75,1108.2
5281,Elise,Bonilla,734,599.72,9528.7
5282,Emmey,Harriman,803,599.31,9643
5283,Genovera,Morgun,778,513.44,3293.7
5284,Wendi,Allina,155,964.41,8703.5
5285,Meg,Trace,190,325.84,7162.4
5286,Caryl,Pauly,755,236.57,943.3
5287,Tressa,Han,159,414.5,7427.2
5288,Ginnie,Noman,620,809.14,5692.6
5289,Rebeca,Joachim,502,483.26,9011.5
5290,Kylynn,Seumas,865,321.75,1809.2
5291,Cristine,Philipp,857,309.69,3626.3
5292,Ayn,Argus,349,250.48,7880.3
5293,Dennie,Center,444,416.36,4910.3
5294,Magdalena,Atcliffe,862,618.43,207.3
5295,Regina,Minetta,847,986.15,1026.5
5296,Deedee,Jehu,874,44.67,3857.8
5297,Taffy,Ariella,786,787.64,7896.3
5298,Alejandra,Donoghue,343,922.82,848.4
5299,Verla,Skell,423,844.26,6745.6
5300,Amalie,Sparhawk,912,953.18,3836.4
5301,Gilligan,Sekofski,725,582.55,526.8
5302,Joeann,Wolfgram,108,201.04,1448.3
5303,Cindelyn,Jess,531,304.34,252.3
5304,Rubie,Danby,628,719.41,5426.8
5305,Mathilda,Parette,72,572.54,387
5306,Lexine,Hashim,993,398.78,1104.6
5307,Bertine,Tatianas,449,1000.12,7269.6
5308,Patricia,Gabrielli,322,242.9,1237.3
5309,Ardeen,Suanne,36,956.94,9219
5310,Clo,Fiann,604,13.23,5871.8
5311,Coral,Izaak,591,949.28,6423.6
5312,Dode,Monaco,614,442.89,2182.8
5313,Kellen,Winthorpe,730,433.76,101.7
5314,Hannis,Meli,731,581.16,5902.8
5315,Kary,Clywd,728,396.04,3531
5316,Korrie,Annabella,281,318.2,2553.8
5317,Flory,Alarise,578,794.04,4071
5318,Jinny,Joni,297,893.74,7815.4
5319,Merrie,Ovid,499,984.01,1384.3
5320,Deedee,Allina,586,658.88,2276.7
5321,Chrystel,Gunn,500,717.85,7098.2
5322,Oralee,Swanhildas,214,675.12,1104.8
5323,Ernesta,Rebecka,660,786.09,1058.6
5324,Brietta,Moina,861,882.85,8601.9
5325,Evita,Mendez,303,920.33,6694.9
5326,Vivia,Leler,984,151.39,5311.2
5327,Dode,Harned,588,252.48,8351.4
5328,Alleen,Vastah,446,988.46,9263
5329,Wendi,Haldas,730,65.96,7146.4
5330,Brynna,Paine,517,336.44,3894.4
5331,Mady,Byrne,153,665.25,9324.5
5332,Melisent,Gillan,123,565.84,5480.3
5333,Minda,Gilmour,984,437.29,7638.8
5334,Camile,Blake,981,828.81,9121.9
5335,Brana,Brandice,913,254.26,2726.1
5336,Angelique,Swigart,93,804.61,4881.9
5337,Gerianna,Ophelia,188,337.16,5272.6
5338,Paulita,Chrystel,309,302.15,4995
5339,Dorice,Wittie,873,18.64,5739.3
5340,Ethel,Chobot,119,18.28,576.1
5341,Jenda,Noam,350,460.02,7450.8
5342,Nadine,Dom,312,41.17,5746.7
5343,Shell,Mott,220,38.04,6194.2
5344,Elena,Dorine,119,771.91,669.3
5345,Christian,Rad,522,242.16,710.7
5346,Lexine,Chaing,401,95.38,5656.5
5347,Jaclyn,Wilona,639,777.64,6637.2
5348,Charlena,Andrel,688,362.34,9158.3
5349,Andree,Ferrell,647,398.11,2848.4
5350,Caryl,Riordan,173,323.23,8571.3
5351,Arabel,Marijo,963,424.12,5070.3
5352,Cassandra,Barbey,403,945.21,5067.9
5353,Ayn,Terrence,70,53.41,6479
5354,Emylee,Curren,7,512.37,1937.5
5355,Ursulina,Jerald,799,507.65,2861.9
5356,Cordi,Vilma,890,220.56,9840
5357,Ekaterina,Lail,77,58.31,5604.3
5358,Tressa,Kannry,111,638.96,3358.2
5359,Ida,Freddi,245,819.87,1330
5360,Darlleen,Hirsch,851,792.75,6272.5
5361,Tarra,Ardra,610,576.6,6883.5
5362,Flo,Durware,551,785.29,8942.7
5363,Teriann,Hoban,138,686.01,6056.4
5364,Cam,Orpah,740,561.94,1863.7
5365,Raquela,Aaberg,756,658.52,6795.9
5366,Dulce,Lindemann,586,341.79,4984.3
5367,Mathilda,Quinn,551,359.86,4168.7
5368,Perry,Old,634,947.97,6725.6
5369,Adele,Rugen,635,46.96,926.3
5370,Dione,Yuille,310,436.8,4107.8
5371,Valeda,Hessler,574,943.45,6806.6
5372,Joleen,Jefferey,378,300.88,4748.6
5373,Anallese,Fleeta,2,82.78,6597.5
5374,Caritta,Kylander,960,204.41,8206.2
5375,Kimmy,Lane,146,810.76,3772.2
5376,Evaleen,Melony,99,745.07,7091.4
5377,Lorie,Brieta,865,733.97,9354
5378,Nollie,Melan,710,488.04,1478
5379,Trixi,Jammal,951,234.74,25.2
5380,Therine,Emerson,13,465.74,5700
5381,Leeanne,Naashom,258,478.57,2778.7
5382,Mureil,Janene,289,817.76,7806
5383,Dorene,Si,566,304.15,4676.5
5384,Regina,Fax,698,992.07,2401.9
5385,Deane,Othilia,603,856.84,3753.5
5386,Mara,Odysseus,499,343.38,828.8
5387,Sheree,Couture,38,556.91,4162.5
5388,Hollie,Remmer,379,57.8,9505.2
5389,Jan,Gert,954,362.86,9765.4
5390,Linzy,Stevy,372,525.75,2107.3
5391,Cristabel,Gordon,954,789.9,9397.9
5392,Lorie,Matthew,475,183.07,7048.9
5393,Kary,Grimbly,312,70.83,9103.5
5394,Leia,Peti,981,323.78,2129.6
5395,Norine,Bobbee,515,82.9,8099.7
5396,Brynna,Howlyn,491,347.53,6171.2
5397,Katuscha,Lea,69,354.98,1151.4
5398,Julieta,Vastah,297,433.63,2382.5
5399,Mathilda,Roche,193,802.67,2282.5
5400,Antonietta,Valerio,474,539.55,1539.3
5401,Wilma,Bethany,940,982.62,5585.6
5402,Nadine,Alice,13,63.68,1708.2
5403,Sandie,Kimmie,323,264.7,2733
5404,Shandie,Gavrila,731,496.08,7417.7
5405,Jaime,Alrich,965,917.37,5192.5
5406,Berget,Korey,236,525.37,6500.1
5407,Fawne,Moseley,513,158.1,9229.6
5408,Marsiella,Ralfston,755,175.44,7664.4
5409,Mellicent,Nea,438,84.75,2304.3
5410,Marsiella,Bertold,521,742.97,742.9
5411,Patricia,Lewes,417,245.39,1413.2
5412,Nicoli,Noelyn,959,485.23,207.5
5413,Bobinette,Leopold,322,198.2,4052.5
5414,Tarra,Presber,9,494.91,46
5415,Moyna,Wenoa,404,929.26,1381.5
5416,Eolanda,Dosia,246,784.75,8528.1
5417,Leeanne,Harned,319,739.63,7933
5418,Dulce,Brunell,567,680.66,4856.1
5419,Abbie,Nelsen,194,414.31,34.8
5420,Shannah,Jethro,716,485.6,5133.4
5421,Fayre,Kenwood,675,665.13,9859.2
5422,Briney,Bergman,299,701.33,9064.2
5423,Jeanna,Campball,657,954.31,6144.3
5424,Sharai,Barney,468,1000.2,3750.5
5425,Brianna,Harriman,487,356.54,6982.5
5426,Mariele,Colp,526,132.3,7817.8
5427,Vita,Fiann,647,640.47,5297.4
5428,Catrina,Sparhawk,173,962.64,8588.7
5429,Katharina,Manolo,128,821.55,8432.9
5430,Myrtice,Raychel,651,579.93,2479.6
5431,Pamella,Taima,169,525.44,7220.7
5432,Robbi,Alejoa,478,813.7,7973
5433,Claudina,Dahlia,22,478.59,6845.9
5434,Verla,Birdella,531,181.98,5736.7
5435,Harmonia,Boycey,692,161.42,9941
5436,Lenna,Noman,447,161.37,1058.4
5437,Mallory,Faso,192,19.8,2959.6
5438,Doralynne,Lail,314,662.19,3767
5439,Deirdre,Sidonius,910,506.43,3092.2
5440,Winny,Velick,80,900.15,7811.9
5441,Luci,Eiser,834,204.18,7102.9
5442,Valeda,Carey,170,350.21,4134
5443,Winny,Duwalt,969,914,4995.5
5444,Tatiania,Claudine,93,675.57,897.7
5445,Shauna,Kristi,385,510.15,3010.1
5446,Ginnie,Letsou,633,656.73,7807
5447,Danny,Raffo,565,404.46,6953.8
5448,Ruthe,Fredi,587,592.76,4622.5
5449,Ethel,Sperling,624,993.16,3598
5450,Jenda,Barbey,887,860.22,6980.7
5451,Olwen,Dreda,841,470.29,5902
5452,Ricky,Gower,372,644.07,5627.8
5453,Rochette,Lattie,5,245.15,9285.9
5454,Clo,Sekofski,723,174,7669.3
5455,Hallie,Annice,4,177.88,5586.2
5456,Kathy,An,852,677.49,7990
5457,Ruthe,Martguerita,394,179.2,1779.4
5458,Mariele,Stelle,447,141.49,3918.1
5459,Penelopa,Baudin,102,780.9,850.2
5460,Heida,Mandler,675,810.59,7043.1
5461,Alejandra,McClimans,861,217.49,8498.8
5462,Kylynn,Jerald,83,154.89,5151.9
5463,Quintina,Havens,267,579.65,1460.9
5464,Maud,Malanie,871,167.26,3382.4
5465,Daune,Edison,22,71.26,4588
5466,Christal,Raseda,653,943.35,1415.1
5467,Alexine,Simmonds,620,187.77,4387.1
5468,Clarice,Dom,140,582.61,4231.4
5469,Veda,Haldas,514,572.74,9791.3
5470,Tori,Nelsen,900,544.86,3878.3
5471,Nananne,Thema,154,707.84,4105.1
5472,Mary,Mayeda,616,727.77,1199.4
5473,Chickie,Lenny,995,864.82,5867.6
5474,Claudina,Delacourt,271,836.74,5317.2
5475,Kayla,Pauly,119,855.6,132.6
5476,Tamqrah,Bandeen,951,796.08,4049.6
5477,Merle,Kolnick,352,276.22,5955.2
5478,Tierney,Means,186,884.76,5267.6
5479,Devina,Sammons,293,789.71,1865.5
5480,Consuela,Boycey,927,364.52,5685.9
5481,Kittie,Mendez,687,897.64,7185.1
5482,Max,Natalia,562,275.64,9167.8
5483,Angelique,Raimondo,562,983.03,2562.2
5484,Rosabelle,Hillel,246,833.54,5561.1
5485,Lusa,Allys,458,758.9,1689.6
5486,Jean,O'Rourke,890,843.52,525.8
5487,Riannon,Vacuva,918,404.87,2532.2
5488,Alie,Marden,775,997.12,8699.3
5489,Nerta,Carleen,429,994.19,7402.6
5490,Elmira,Alejoa,894,21.52,5489.5
5491,Jinny,Sparhawk,749,79.44,4652.4
5492,Sarette,Malina,967,617.99,9107.9
5493,Alia,Sammons,72,298.8,4514.2
5494,Vere,Hillel,508,684.29,8593.3
5495,Frieda,Mintz,513,482.76,2463.2
5496,Magdalena,Bollay,12,176.15,2028.1
5497,Arabel,Alejoa,340,461.42,6892.8
5498,Sharlene,Byrne,816,590.86,7123.4
5499,Darlleen,Erich,502,487.05,7174.5
5500,Mady,Francyne,556,667,5522.7
5501,Nyssa,Stevy,519,614.65,9423.9
5502,Susette,Havens,829,535.38,3659.3
5503,Josephine,Lamoree,781,610.25,9234.6
5504,Valeda,Jary,678,379.77,6015.6
5505,Sidoney,Corabella,795,911.51,1144.5
5506,Aubrie,Louanna,731,904.71,8241.9
5507,Berta,Vorster,178,316.69,1639.6
5508,Hettie,Brenn,754,191.55,2071.3
5509,Celestyna,Celestine,145,412.14,6854.2
5510,Eolanda,Zachary,497,276.34,5539.5
5511,Gerianna,Karylin,58,479.06,9301.3
5512,Siana,Ivens,205,38.12,6580.4
5513,Rayna,Bow,656,105.07,9278.2
5514,Wileen,Emerson,162,776.42,6949.6
5515,Cissiee,Helfand,704,802.47,6623.3
5516,Frances,Flita,180,920.27,3485.6
5517,Christian,Graig,676,897.02,3424.9
5518,Lucille,Pauly,626,852.1,6537.2
5519,Mary,Romelda,328,200.77,2136.5
5520,Clementine,Ax,514,688.45,5312
5521,Tressa,Bebe,870,600.46,8329.2
5522,Frank,Morgun,351,551.18,711.5
5523,Shell,O'Rourke,75,865.15,6196
5524,Bibby,Sprage,504,877.59,7778.5
5525,Merle,Elbertina,173,47.27,3333.7
5526,Kirbee,Ochs,564,187.11,2792.6
5527,Valli,Wooster,127,167.32,2025
